utterance_id,source,brand,language,url,utterance_text,opportunity_area,temporal_stance,severity,hesitation_marker,labeller_note
405169114046ef08317a96c3b31c62a05b9c52a7,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=d3aefaae-8423-43dc-8675-db2613b2121f,Dont prepay your purchases.,,,,,
4a76cf96732d4a9878a7530518ff383bf403bb6f,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=b003537e-3d02-4398-938a-2d58a051089b,This is the second time my order got auto cancelled after Waiting for so long.,,,,,
5637010e5c148f2915c72b481509672f091f7c1f,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=22e2a4bc-63de-4aad-b568-7a6ff2340e90,Customer support only gave generic responses instead of resolving the issue. This kind of service is unacceptable and has completely broken my trust in AJIO.,,,,,
747ed1ce674478222ac7ef0fd5c97ea95b2411da,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=e76f4980-3b94-4927-8dfe-90bb7c9411fa,very bad app 😡😡😡 uninstall this app,,,,,
3ec37faeddc648af55e3ba6412a15bd4a1a78d29,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=8ac5d20d-4b3b-43ad-ae6f-a25db30bd318,thank you so much Jio,,,,,
f629d3b6a1558ff3dea857eb01ad01cd914c0618,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=0c93892a-3185-4241-96f9-14b924a048cf,worst application ever,,,,,
2a6e39cfbfa7a6032748969797e86dc1bf768971,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=43366543-fe57-4b7a-aad6-4deac93311b0,"I’ve already raised 2 complaints, but your customer support has absolutely no information or solution.",,,,,
aed727930dd0d91a85023e00ef372f5d02b02249,play,ajio,hinglish,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=68b07395-08bd-4bb3-870b-2a6952241221,abhi tak maine jo bhi kharida hai uski quality achhi nikli hai.,,,,,
37f66164a72a132c1e5e97a866ee5c63a885d0ac,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=269aac02-4b50-4d9b-a1b5-6fb394081497,Very frustrated with the feedback of their customer care.,,,,,
7a54b08d8a6b9dfc8cd5d05d71d3b9ffae4affec,play,ajio,hinglish,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=1e613923-4833-47f1-9a62-816d7d320fe9,Kya Faltu app Hai,,,,,
9d0c07840725007bfaf1b343e6528b2066a00104,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=a6e1e7b8-f2d2-4efb-8047-555ec2fd644f,Worst Delivery Partners.,,,,,
5d129396ad20ab090339dc58e5ee068c952453a3,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=316105ff-e68f-453d-aaad-c4436a4563c5,uninstalling this worst shopping platform They have the poorest and worstest logistics partners like Xpressbees...they will definitely loose their business in upcoming days as their logistics partners and their employees are too much pathetic to deliver their goods... uninstalling this waste app untill their greviance handling and logistics got improves,,,,,
e3fa876d1be474d215828ab95c85974e3d759467,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=5df257b5-608b-414b-8e76-655b8ee1ee21,fraud do not buy anything from Ajio i bought dress without dupatta and wrong size when I tried to contact customer support they denied to help delhivery is the pathetic courier partner they have not delivering product on time you need to chase lot Ajio always send incomplete wrong product and denied to take return back it's fraud company do not waste your hard earned money bogus customer support Team all over pathetic company not deserve one star as well,,,,,
7971de728c5a896633d79d9d62e50f2d8bfe405b,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4e295513-8559-49de-9614-b92e230839cd,good as compared with other e commerce apps,,,,,
597d95c3ce8e87d84ca746886607ee422959df2b,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8b5e9c40-7057-46d1-bf18-2a7441ef674d,Myntra even tried to closed this case without my knowledge without solving and taking my money.,,,,,
d67fa3c377f7d1c90522308e0a5726024b89668a,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8cc0d720-5fe0-45eb-9906-6629037484af,Even one star feels generous.,,,,,
6ebe8f08879be9e68e11882f3365fe70844b9aa1,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=eee02356-c15a-4aa1-87d0-6c5fa47a1e8e,wow wow wow,,,,,
19b8a3c0fa4260eb6c9035756c73af0854e3f0f6,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=dc7b8cab-80be-489e-aca1-e0219d10a357,The available tags are attached.Very unprofessional approach.,,,,,
72476c22813d0414bc8af9d641228a483675fcfe,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=dedb7fb1-4b6f-4bac-a2c1-51865a001530,Amazing app yaar superb ❣️😍👍,,,,,
9ae58e2592e93784a291ec05488a1583d02dbeb4,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=3c821606-1b75-4888-badf-0ce41371e25c,"After keeping me waiting for over two weeks following nominal delivery attempts, my orders were abruptly cancelled without any notification. This lack of communication and irresponsible handling is completely unacceptable.",,,,,
b1b9d41f9907d3a73ca99c86c2e3516c56cbcac6,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4cd0bdf3-c8d3-469b-9f22-5eb6f114d597,authentic and genuine products,,,,,
98de91168e5e5b21414e2b78324b9eecbcf9ac8b,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=b8c8962c-e914-4720-8950-7a799f969795,excellent qualities of top are there,,,,,
64a7cf329e22c0f3ce6ae99c58d88e2a9c1e2561,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=63d2218a-a9db-4085-bda8-73dade059b70,Best shopping app,,,,,
cdb23c2b93c2987472cddd93a598218779bb7486,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=2fe811a3-8aa8-4702-b8cd-fd84c0ab5887,excellent product 👌 it will not break easily,,,,,
11fa2b7e5b1f5969da7257429fd0746568daf1c3,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d1b734a4-6233-408a-aeea-c3c822de5ff3,Really myntra is just awesome,,,,,
db0b5cccb0a7023c20648139fc4786abc76737cc,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a841efc0-9b6d-4296-8a2b-e7276355bdb0,security purpose...mail karo ...mail kia to jabab vi nehi deta...what a disgusting service 😡😡😡,,,,,
0bf44194d0dc85de6e77694b34ba2f451600de33,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=bb345ec3-edef-4dec-afb7-a1c78159a810,order karo Jo different product delivered hota hai every time,,,,,
c2bcfa5d7a9119596302ceeea5d9c27d59e1a7b7,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=49324b8d-4d8c-481d-a79c-54f57ddd375a,good quality product,,,,,
dc370d397ff5baecc0667c5090f8800b0d9950fd,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=bc7425e6-204f-4ab4-8867-d71ab868f7aa,pathetic customer service. cheat delivery partner,,,,,
168bc4428038f7559e4344ce3abb02b44adcc53c,play,urbanic,hinglish,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=63b95bc0-886d-4423-b23d-bc591d1c3514,bht hi ghatia aap h 3300 ki dress mangai return dali to 5 din tk koi response nhi na koi lene aaya 7 din m return window b bnd ho gyi or mere paise waste ho gye q k na to dress ki quality achi thi na fitting koi b is ghatia app se kuch b na le bht hi cheap service h worst app I have ever used so don't buy anything from this cheapest app.,,,,,
36f864be2b0f67d951ae50f6319e19f857e8c63c,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=651b8b99-32d2-478f-b6e6-331756b55b1e,⭐ 1 Star Very disappointing return service.,,,,,
de941d69e581c84aa80c97bad099a46e9be61107,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=6f09b960-45c9-4e70-9dfe-82c773e475e0,Please work on the quality of your products.,,,,,
7e0f6d61a35f551f34acd10bcb1ef725e6f689d2,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=651b8b99-32d2-478f-b6e6-331756b55b1e,"I ordered a dress, but it didn’t fit, so I requested a return.",,,,,
708a5902f0e625c87ca065918b64b42a11c68961,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=651b8b99-32d2-478f-b6e6-331756b55b1e,"I contacted Urbanic by email and followed their instruction to use app chat, but got no response.",,,,,
d39e5348800c6d5f7ebd4f81e16a47c707e50f93,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=015055ca-9eab-48b9-85e2-1796d2fb0e4e,OG clothes are better in urbanic old collection was superb,,,,,
c47f30ce3bb94644d6933ae2bbab7fa1a0c81a41,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=cd70597d-cd7c-41a6-a685-f2523b6f5053,Looking at the past experiences the quality is also promising of the products.,,,,,
e043685e3a571e6ee60f8cd1b701cd61436bb8ed,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=6f09b960-45c9-4e70-9dfe-82c773e475e0,The product shown on the app and the product delivered are completely different in terms of quality. It ends up with buyer questioning value for money.,,,,,
2f6cacd8fb71be30efb9dc538f0031945d36c00e,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=651b8b99-32d2-478f-b6e6-331756b55b1e,"The delivery agent repeatedly marked “couldn’t reach me,” but I never received even a single call.",,,,,
e9467267ab26752251c8fb92f22597c9cf0df92a,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=651b8b99-32d2-478f-b6e6-331756b55b1e,"My first return was cancelled, and the same thing happened again with my second request.",,,,,
8669b1c364806d9692dede53e42754fccd1776c2,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=6f09b960-45c9-4e70-9dfe-82c773e475e0,"The designs are great on Urbanic, but the quality of the product leaves a lot to be desired.",,,,,
4dcb9452ff8c5adee30cbcc50c273341cd45ade4,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=cd70597d-cd7c-41a6-a685-f2523b6f5053,This platform offers unique designs of the outfits especially one piece dresses.,,,,,
76b37000a9f8d5c2b4dd8aa339aeee572d606898,play,urbanic,en,https://play.google.com/store/apps/details?id=com.urbanic&reviewId=18c232a7-be73-40d6-90fd-b749ab7d0b68,"2,3 years ago... alot of beautiful dresses here but now so ugly products available why...",,,,,
f6c7c0643761a750a81b30062bfa43ba1fd79cc2,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8a2c6653-48ec-4cef-9987-be58965873df,the customer service is so so bad...they don't reply and if they do they reply late .,,,,,
2724304a77cf7317e7cd37966df65edd5ec999d4,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=bfcd4d23-3e2a-4d6f-9d79-c7804b01827a,I expected better customer support and timely refunds.,,,,,
7216596ba95c6db7f8dafd5ca8d100d4f2462c5c,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=a539cb4f-825b-475b-b8ec-3b90da78db00,"If the product was received without a tag, how is the customer responsible? They offer no proper solution, leaving you with a low-quality product and wasted money.",,,,,
e2188a6455218bf82c7673081ecb9fe5b531a65b,appstore,nykaa_fashion,en,https://apps.apple.com/in/app/id1439872423,no support from customer care,,,,,
7dc628cc32ca61ce7a61cd0b7b4879c3da969250,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=972c6aef-3c39-472c-b243-11f647e37840,I received a Pilgrim Anti-Dandruff product in bad condition and have serious concerns that it may not be genuine.,,,,,
b74d88387377411739b710b8825b75e13217dd74,play,myntra,en,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=71130d63-ca11-4d24-b757-95b3d784b76f,"Very good, beautiful Saari",,,,,
eb01e8d6278aea85998563fa125e646cc57770a4,play,ajio,en,https://play.google.com/store/apps/details?id=com.ril.ajio&reviewId=174006a6-2fd9-4454-a662-a1324c6c2500,my life experience app,,,,,
